2022-04-19 08:42:01,615 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=REGISTER {datanodeDetails=e61b95dd-e385-466b-b81b-633406eadd66{ip: 172.25.0.103, host: 4b0f48ffd036, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 1055806953508, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-04-19 08:56:28,510 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 08:56:58,392 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 08:56:58,481 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 08:56:58,496 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 08:57:28,373 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 08:57:28,462 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 08:57:28,492 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 08:57:58,359 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 08:57:58,398 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 08:57:58,437 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 08:58:28,370 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 08:58:28,437 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 08:58:28,500 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 08:58:58,374 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 08:58:58,403 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 08:58:58,436 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 08:59:28,380 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 08:59:28,391 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 08:59:28,461 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 08:59:58,406 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 08:59:58,495 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 08:59:58,505 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:00:28,368 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:00:28,385 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:00:28,446 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:00:58,383 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:00:58,464 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:00:58,503 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:01:28,361 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:01:28,411 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:01:28,498 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:01:58,353 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:01:58,406 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:01:58,460 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:02:28,369 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:02:28,414 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:02:28,505 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:02:58,364 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:02:58,386 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:02:58,451 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:03:28,365 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:03:28,385 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:03:28,441 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:03:58,362 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:03:58,414 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:03:58,450 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:04:28,353 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:04:28,401 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:04:28,438 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:04:58,428 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:04:58,463 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:04:58,481 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:05:28,358 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:05:28,377 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:05:28,408 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:05:58,408 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:05:58,426 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:05:58,443 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:06:28,353 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:06:28,377 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:06:28,489 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
2022-04-19 09:06:58,372 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=e61b95dd-e385-466b-b81b-633406eadd66, command=[]} | ret=SUCCESS |  
2022-04-19 09:06:58,452 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=032a97b6-e683-43e1-9019-d2b56eaf673d, command=[]} | ret=SUCCESS |  
2022-04-19 09:06:58,494 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=e19c5085-745d-4229-bd20-3ee2fe268dfb, command=[]} | ret=SUCCESS |  
